Unnamed: 0,age,workclass,fnlwgt,education,education-num,occupation,relationship,race,sex,country,salary,capital_gain,marital_status,capital_loss,hours_per_week
31203,18, Private,89760, 12th,8, Other-service, Own-child, White, Female, United-States, <=50K,0, Never-married,0,20
31204,44, Local-gov,165304, Some-college,10, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1485,40
31205,56, Private,104945, 7th-8th,4, Other-service, Husband, Black, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31206,51, Self-emp-inc,192973, Bachelors,13, Protective-serv, Husband, Black, Male, United-States, >50K,0, Married-civ-spouse,0,40
31207,48, Private,97863, Bachelors,13, Prof-specialty, Husband, White, Male, Italy, >50K,0, Married-civ-spouse,0,45
31208,31, Private,73585, Assoc-voc,11, Prof-specialty, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
31209,35, Private,29145, Assoc-voc,11, Transport-moving, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
31210,35, Private,175232, HS-grad,9, Handlers-cleaners, Other-relative, White, Male, United-States, <=50K,0, Divorced,0,40
31211,36, Private,325374, Some-college,10, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31212,47, Self-emp-not-inc,107231, Assoc-acdm,12, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,1672,65
31213,23, Private,129345, Some-college,10, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,25
31214,21, Private,228395, Some-college,10, Sales, Other-relative, Black, Female, United-States, <=50K,0, Never-married,0,20
31215,49, Private,452402, Some-college,10, Exec-managerial, Unmarried, Black, Female, United-States, <=50K,0, Separated,0,60
31216,51, Self-emp-inc,338260, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,60
31217,46, Private,165138, Assoc-voc,11, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31218,31, Private,109055, HS-grad,9, Farming-fishing, Husband, White, Male, United-States, <=50K,3137, Married-civ-spouse,0,45
31219,27, Private,193122, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31220,56, ?,425497, Assoc-acdm,12, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,20
31221,48, Private,191858, Some-college,10, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31222,30, Private,297155, Some-college,10, Adm-clerical, Unmarried, Black, Female, United-States, <=50K,0, Divorced,0,40
31223,29, Local-gov,181282, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,50
31224,50, Federal-gov,111700, Masters,14, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,50
31225,18, Private,35065, HS-grad,9, Transport-moving, Not-in-family, Black, Male, United-States, <=50K,0, Never-married,0,35
31226,37, Private,298539, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1902,55
31227,51, Self-emp-not-inc,95435, HS-grad,9, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,60
31228,31, Private,162160, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,47
31229,29, Private,176037, Assoc-voc,11, Tech-support, Not-in-family, Black, Male, United-States, >50K,14344, Divorced,0,40
31230,39, Private,314007, 10th,6, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,2051,40
31231,48, Private,197683, Some-college,10, Sales, Husband, Black, Male, United-States, >50K,0, Married-civ-spouse,0,40
31232,44, Private,242521, Bachelors,13, Sales, Husband, White, Male, United-States, >50K,7688, Married-civ-spouse,0,50
31233,39, Private,290321, 10th,6, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31234,22, Local-gov,44064, 11th,7, Handlers-cleaners, Own-child, White, Male, United-States, <=50K,0, Never-married,0,35
31235,27, ?,174163, Some-college,10, ?, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,40
31236,42, Private,374790, 9th,5, Craft-repair, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,40
31237,18, Private,231562, HS-grad,9, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,0,33
31238,27, Private,376150, Some-college,10, Sales, Not-in-family, White, Female, United-States, <=50K,0, Married-spouse-absent,0,25
31239,51, Private,99987, 10th,6, Machine-op-inspct, Unmarried, Black, Female, United-States, <=50K,0, Separated,0,40
31240,27, Self-emp-not-inc,120126, Some-college,10, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31241,60, Self-emp-not-inc,33717, 11th,7, Farming-fishing, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
31242,36, Private,132879, 1st-4th,2, Handlers-cleaners, Husband, White, Male, Italy, <=50K,0, Married-civ-spouse,0,40
31243,45, Private,304570, Bachelors,13, Exec-managerial, Husband, Asian-Pac-Islander, Male, China, >50K,0, Married-civ-spouse,0,60
31244,40, Private,100292, HS-grad,9, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,52
31245,63, Private,117473, Some-college,10, Prof-specialty, Husband, White, Male, United-States, >50K,4386, Married-civ-spouse,0,40
31246,41, Private,239833, HS-grad,9, Transport-moving, Unmarried, Black, Male, United-States, <=50K,0, Married-spouse-absent,0,50
31247,53, ?,155233, 12th,8, ?, Wife, White, Female, Italy, <=50K,0, Married-civ-spouse,0,40
31248,34, Private,130369, HS-grad,9, Transport-moving, Unmarried, White, Female, Germany, <=50K,1151, Divorced,0,48
31249,34, Private,347166, Some-college,10, Adm-clerical, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31250,31, Private,502752, Bachelors,13, Adm-clerical, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,40
31251,22, State-gov,255575, Assoc-acdm,12, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,15
31252,49, Private,277946, Some-college,10, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
31253,43, ?,214541, HS-grad,9, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,35
31254,36, Private,143123, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
31255,27, Private,69132, Bachelors,13, Tech-support, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,37
31256,52, Self-emp-not-inc,34973, HS-grad,9, Farming-fishing, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1887,60
31257,29, Private,236992, HS-grad,9, Other-service, Husband, Black, Male, United-States, <=50K,0, Married-civ-spouse,0,50
31258,27, Private,492263, 10th,6, Machine-op-inspct, Own-child, White, Male, Mexico, <=50K,0, Separated,0,35
31259,42, Private,180019, HS-grad,9, Other-service, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,65
31260,49, Self-emp-not-inc,47086, Bachelors,13, Sales, Unmarried, White, Female, United-States, <=50K,0, Widowed,0,40
31261,24, Private,222853, Some-college,10, Craft-repair, Unmarried, White, Male, United-States, <=50K,0, Never-married,0,50
31262,22, Private,344176, HS-grad,9, Sales, Unmarried, White, Male, United-States, <=50K,0, Never-married,0,20
31263,30, Self-emp-not-inc,223212, Bachelors,13, Sales, Unmarried, White, Male, United-States, <=50K,0, Never-married,0,40
31264,28, Private,110981, Some-college,10, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
31265,20, Private,162688, Assoc-voc,11, Other-service, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
31266,45, Self-emp-inc,181307, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,43
31267,39, Private,148903, HS-grad,9, Sales, Not-in-family, White, Female, United-States, >50K,4687, Divorced,0,50
31268,43, Private,306440, Prof-school,15, Prof-specialty, Not-in-family, White, Male, France, <=50K,0, Never-married,0,66
31269,18, Private,210311, HS-grad,9, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,0,20
31270,53, Private,127117, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31271,74, Private,54732, Some-college,10, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,20
31272,39, Private,271521, Bachelors,13, Prof-specialty, Husband, Asian-Pac-Islander, Male, Philippines, >50K,0, Married-civ-spouse,0,48
31273,33, ?,216908, 10th,6, ?, Other-relative, White, Male, United-States, <=50K,0, Never-married,0,40
31274,49, Private,543922, HS-grad,9, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,42
31275,21, Private,766115, 10th,6, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,35
31276,65, ?,52728, Some-college,10, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31277,39, Private,284166, HS-grad,9, Craft-repair, Not-in-family, White, Male, United-States, >50K,0, Never-married,1564,50
31278,49, Private,122206, Assoc-voc,11, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,25
31279,20, ?,95989, Some-college,10, ?, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
31280,47, Private,334039, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,7298, Married-civ-spouse,0,44
31281,46, Self-emp-not-inc,225456, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31282,29, Private,112847, Assoc-voc,11, Craft-repair, Husband, Asian-Pac-Islander, Male, United-States, >50K,7298, Married-civ-spouse,0,32
31283,61, Self-emp-not-inc,171840, HS-grad,9, Prof-specialty, Unmarried, White, Female, United-States, <=50K,0, Widowed,0,16
31284,48, Private,180695, Some-college,10, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,38
31285,44, Private,121012, 9th,5, Craft-repair, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,40
31286,37, Self-emp-inc,126569, Bachelors,13, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
31287,45, Private,227791, Some-college,10, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,1740,50
31288,51, Self-emp-not-inc,290290, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
31289,33, Local-gov,251521, Bachelors,13, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,50
31290,55, Self-emp-not-inc,41938, Bachelors,13, Prof-specialty, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,8
31291,25, Private,27678, Some-college,10, Other-service, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,60
31292,26, Private,133756, HS-grad,9, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male, Philippines, <=50K,0, Divorced,0,40
31293,54, Private,215990, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
31294,38, Private,461337, HS-grad,9, Sales, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,33
31295,39, Local-gov,344855, Masters,14, Prof-specialty, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,1977,20
31296,20, State-gov,214542, Some-college,10, Prof-specialty, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
31297,30, Private,258170, HS-grad,9, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
31298,29, Federal-gov,242147, HS-grad,9, Adm-clerical, Not-in-family, Other, Male, United-States, <=50K,0, Divorced,0,45
31299,42, Private,235700, HS-grad,9, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
31300,24, Private,278130, Assoc-acdm,12, Adm-clerical, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
31301,36, Private,261241, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
31302,60, Private,85995, Masters,14, Adm-clerical, Husband, Asian-Pac-Islander, Male, South, >50K,0, Married-civ-spouse,0,50
31303,42, Private,340885, HS-grad,9, Farming-fishing, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,44
31304,42, Private,152889, 10th,6, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
31305,46, Private,195023, HS-grad,9, Machine-op-inspct, Not-in-family, White, Female, Columbia, <=50K,0, Married-spouse-absent,0,40
31306,52, State-gov,109600, Masters,14, Exec-managerial, Unmarried, White, Female, United-States, >50K,4787, Married-spouse-absent,0,44
31307,27, ?,249463, Assoc-voc,11, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,20
31308,43, Private,158177, Some-college,10, Adm-clerical, Unmarried, Black, Female, United-States, <=50K,0, Divorced,0,35
31309,43, State-gov,47818, Bachelors,13, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
31310,27, Private,391468, 11th,7, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Divorced,0,40
31311,52, Local-gov,199995, Masters,14, Exec-managerial, Husband, White, Male, United-States, >50K,7298, Married-civ-spouse,0,60
31312,31, Private,231043, Some-college,10, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
31313,38, ?,281768, 7th-8th,4, ?, Unmarried, Black, Female, United-States, <=50K,0, Divorced,0,30
31314,44, Private,267790, 9th,5, Other-service, Unmarried, Black, Female, United-States, <=50K,0, Never-married,0,40
31315,27, Private,217379, Some-college,10, Prof-specialty, Own-child, White, Female, United-States, <=50K,0, Divorced,0,40
31316,50, Private,421561, Some-college,10, Exec-managerial, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,40
31317,23, Private,50953, Some-college,10, Tech-support, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
31318,22, Private,138504, Some-college,10, Adm-clerical, Unmarried, Black, Female, United-States, <=50K,0, Never-married,0,30
31319,36, State-gov,177064, Some-college,10, Exec-managerial, Unmarried, White, Female, United-States, <=50K,0, Never-married,0,40
31320,24, Private,103064, Bachelors,13, Tech-support, Not-in-family, White, Female, United-States, <=50K,3674, Never-married,0,40
31321,59, Private,184493, Some-college,10, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
31322,39, Private,104089, Assoc-voc,11, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
31323,23, Private,149204, Bachelors,13, Exec-managerial, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
31324,37, Private,405284, Bachelors,13, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Never-married,1340,42
31325,25, Local-gov,137296, Assoc-acdm,12, Adm-clerical, Own-child, Black, Female, United-States, <=50K,0, Never-married,0,38
31326,40, Private,87771, HS-grad,9, Craft-repair, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,1628,45
31327,38, State-gov,125499, Bachelors,13, Prof-specialty, Husband, Asian-Pac-Islander, Male, India, >50K,7688, Married-civ-spouse,0,60
31328,31, Private,59083, HS-grad,9, Other-service, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,35
31329,28, Local-gov,138332, Doctorate,16, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
31330,24, Private,198914, HS-grad,9, Sales, Unmarried, Black, Male, United-States, <=50K,0, Never-married,0,25
31331,46, Local-gov,238162, Assoc-acdm,12, Protective-serv, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1887,50
31332,29, Private,123677, HS-grad,9, Machine-op-inspct, Wife, Asian-Pac-Islander, Female, Laos, <=50K,0, Married-civ-spouse,0,40
31333,38, Federal-gov,325538, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
31334,53, Private,251063, Some-college,10, Exec-managerial, Unmarried, Black, Female, United-States, <=50K,0, Separated,0,40
31335,33, Private,51471, HS-grad,9, Tech-support, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,1902,40
31336,39, Private,175681, Bachelors,13, Prof-specialty, Husband, Black, Male, ?, <=50K,0, Married-civ-spouse,0,60
31337,44, Private,165599, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,48
31338,46, Private,149640, Bachelors,13, Prof-specialty, Not-in-family, White, Male, England, >50K,0, Divorced,0,45
31339,30, Private,143526, Bachelors,13, Sales, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
31340,24, Private,211160, Some-college,10, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31341,29, Private,342989, HS-grad,9, Adm-clerical, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
31342,62, Self-emp-not-inc,173631, Some-college,10, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,70
31343,25, Private,141876, HS-grad,9, Exec-managerial, Not-in-family, White, Male, United-States, <=50K,0, Married-spouse-absent,0,45
31344,45, Private,137604, Some-college,10, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
31345,21, Private,129232, Some-college,10, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
31346,64, Federal-gov,271550, Some-college,10, Transport-moving, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
31347,39, Private,456922, Bachelors,13, Tech-support, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,40
31348,60, Private,232242, HS-grad,9, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31349,35, Private,352188, HS-grad,9, Tech-support, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
31350,27, Private,114967, Bachelors,13, Tech-support, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
31351,41, Private,201981, HS-grad,9, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Divorced,0,40
31352,32, State-gov,159247, Masters,14, Prof-specialty, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
31353,24, Private,125905, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31354,32, Private,186824, Bachelors,13, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
31355,42, Local-gov,121012, Some-college,10, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
31356,58, Private,110844, Masters,14, Sales, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,27
31357,23, Private,143003, Masters,14, Prof-specialty, Husband, Asian-Pac-Islander, Male, India, >50K,0, Married-civ-spouse,1887,50
31358,31, Federal-gov,59732, HS-grad,9, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31359,28, Private,178489, Bachelors,13, Exec-managerial, Unmarried, Black, Female, ?, <=50K,0, Never-married,0,45
31360,41, ?,252127, Some-college,10, ?, Unmarried, Black, Female, United-States, <=50K,0, Widowed,0,20
31361,37, Private,109633, Bachelors,13, Prof-specialty, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,16
31362,19, Private,160811, HS-grad,9, Sales, Own-child, White, Male, United-States, <=50K,0, Never-married,0,38
31363,27, Self-emp-not-inc,365110, Bachelors,13, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,20
31364,61, Self-emp-not-inc,113080, 9th,5, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,58
31365,39, Private,206074, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
31366,25, Private,173062, Bachelors,13, Handlers-cleaners, Unmarried, Black, Male, United-States, <=50K,0, Never-married,0,40
31367,58, Private,117273, Some-college,10, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
31368,27, Self-emp-not-inc,153805, Some-college,10, Transport-moving, Other-relative, Other, Male, Ecuador, >50K,0, Married-civ-spouse,0,50
31369,51, Private,293802, 5th-6th,3, Handlers-cleaners, Husband, Black, Male, United-States, <=50K,0, Married-civ-spouse,0,52
31370,43, Local-gov,153132, Masters,14, Prof-specialty, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,40
31371,46, Private,166809, HS-grad,9, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
31372,67, ?,34122, 5th-6th,3, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31373,50, Local-gov,231725, HS-grad,9, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31374,20, Private,63210, HS-grad,9, Handlers-cleaners, Own-child, White, Male, United-States, <=50K,0, Never-married,0,15
31375,35, Private,108293, Bachelors,13, Prof-specialty, Unmarried, White, Female, United-States, >50K,0, Widowed,0,32
31376,57, Private,116878, 1st-4th,2, Handlers-cleaners, Husband, White, Male, Italy, <=50K,0, Married-civ-spouse,0,40
31377,40, Private,110622, Prof-school,15, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, Philippines, <=50K,0, Married-civ-spouse,0,40
31378,42, Local-gov,180318, 10th,6, Farming-fishing, Unmarried, White, Male, United-States, <=50K,0, Never-married,0,35
31379,67, Self-emp-inc,112318, 10th,6, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31380,47, Private,252079, Bachelors,13, Machine-op-inspct, Husband, White, Male, United-States, >50K,7688, Married-civ-spouse,0,44
31381,30, Private,27153, HS-grad,9, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,50
31382,26, Private,73312, 11th,7, Machine-op-inspct, Unmarried, White, Female, United-States, <=50K,0, Never-married,0,15
31383,51, Private,145409, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31384,38, Private,167882, Some-college,10, Other-service, Other-relative, Black, Female, Haiti, <=50K,0, Widowed,0,45
31385,24, Private,236696, HS-grad,9, Handlers-cleaners, Own-child, White, Male, United-States, <=50K,0, Married-civ-spouse,0,35
31386,48, Self-emp-not-inc,28791, HS-grad,9, Sales, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,50
31387,34, State-gov,118551, Bachelors,13, Tech-support, Own-child, White, Female, ?, >50K,5178, Married-civ-spouse,0,25
31388,70, Private,187292, Bachelors,13, Handlers-cleaners, Husband, White, Male, United-States, >50K,6418, Married-civ-spouse,0,40
31389,35, Private,189922, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31390,61, ?,584259, Masters,14, ?, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,2
31391,26, Private,173992, Some-college,10, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
31392,64, Private,253759, HS-grad,9, Exec-managerial, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,3
31393,26, Private,111243, HS-grad,9, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Never-married,0,35
31394,39, Self-emp-not-inc,147850, HS-grad,9, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,30
31395,55, Private,171015, Some-college,10, Adm-clerical, Own-child, White, Female, United-States, <=50K,0, Never-married,0,36
31396,23, Private,118023, Some-college,10, Exec-managerial, Not-in-family, White, Male, ?, <=50K,0, Never-married,0,45
31397,33, Self-emp-not-inc,361497, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31398,31, Private,137290, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,55
31399,28, Local-gov,401886, HS-grad,9, Adm-clerical, Other-relative, White, Male, United-States, <=50K,0, Never-married,0,20
31400,50, Private,201882, Masters,14, Machine-op-inspct, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,30
31401,26, Local-gov,30793, Bachelors,13, Prof-specialty, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,55
31402,44, Federal-gov,139161, Assoc-acdm,12, Adm-clerical, Not-in-family, Black, Female, United-States, <=50K,0, Divorced,1741,40
31403,51, Private,210736, HS-grad,9, Craft-repair, Not-in-family, White, Male, United-States, <=50K,0, Married-spouse-absent,0,40
31404,34, Private,167781, HS-grad,9, Other-service, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
31405,37, Private,103986, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,7688, Married-civ-spouse,0,39
31406,29, Private,144592, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
31407,24, Private,493034, Bachelors,13, Prof-specialty, Not-in-family, Black, Male, United-States, <=50K,0, Never-married,0,40
31408,27, Private,184078, Assoc-voc,11, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
31409,44, Private,191814, Some-college,10, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
31410,24, Private,329852, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
31411,54, Private,223660, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,55
31412,47, Private,177087, Some-college,10, Adm-clerical, Unmarried, White, Female, United-States, >50K,0, Separated,0,50
31413,30, Private,143766, HS-grad,9, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,30
31414,35, Private,234271, Some-college,10, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
31415,39, Federal-gov,314822, Some-college,10, Adm-clerical, Husband, Black, Male, United-States, <=50K,0, Married-civ-spouse,0,40
31416,42, Private,195584, Assoc-acdm,12, Adm-clerical, Unmarried, Black, Female, United-States, <=50K,0, Separated,0,40
31417,70, Self-emp-inc,207938, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,2377,50
31418,41, Private,126850, Prof-school,15, Adm-clerical, Husband, Asian-Pac-Islander, Male, Philippines, <=50K,0, Married-civ-spouse,0,40
31419,36, Private,279485, HS-grad,9, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,38
31420,44, Private,267717, Masters,14, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,42
31421,42, ?,175935, HS-grad,9, ?, Unmarried, White, Male, United-States, <=50K,0, Separated,0,40
31422,20, Private,163665, Some-college,10, Transport-moving, Own-child, White, Female, United-States, <=50K,0, Never-married,0,17
31423,29, Private,200468, 10th,6, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
31424,27, Private,91501, HS-grad,9, Tech-support, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,40
31425,30, Private,182771, Masters,14, Prof-specialty, Husband, Asian-Pac-Islander, Male, United-States, >50K,0, Married-civ-spouse,0,40
31426,59, Self-emp-not-inc,56392, Some-college,10, Farming-fishing, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,1579,60
31427,31, Private,20511, Bachelors,13, Other-service, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,25
31428,21, Private,538822, HS-grad,9, Other-service, Other-relative, White, Male, Mexico, <=50K,0, Never-married,0,40
31429,26, Private,332008, Some-college,10, Craft-repair, Unmarried, Asian-Pac-Islander, Male, Taiwan, <=50K,0, Never-married,0,37
31430,57, Self-emp-inc,220789, HS-grad,9, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
31431,59, Self-emp-not-inc,114760, Some-college,10, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,20
31432,87, ?,90338, HS-grad,9, ?, Not-in-family, White, Male, United-States, <=50K,0, Widowed,0,2
